energy,tempo,danceability,genre,loudness,liveness,valence,artist,time_signature,speechiness,track_popularity,album,name,instrumentalness,mode,key,duration_ms,acousticness,id,popularity,release_year
0.517,119.991,0.765,rock,-11.079,0.115,0.793,George Knight,4.0,0.0458,22,Rising Dark,Ocean Lights,0.0188,1.0,7.0,145500.0,0.0182,0KHgwiEyuQsfg9vA4WgmDS,0,2023
0.647,79.885,0.46,rock,-6.652,0.307,0.232,Beka O,4.0,0.0377,33,I Feel,I Feel,0.0236,0.0,7.0,204223.0,0.0452,3hnvwcc5XMgDKLfrsTtrLq,0,2022
0.843,172.045,0.203,rock,-6.551,0.23,0.249,DIAMØND SNAKE,4.0,0.0455,30,V.,V.,0.00278,0.0,11.0,335441.0,0.000793,4JR5cGIBTYHtebZi8Fre1V,0,2024
0.809,129.985,0.566,rock,-6.163,0.118,0.292,The Lone Monkeys,4.0,0.0605,29,The Zoo,Starlight,0.000451,1.0,0.0,254000.0,0.681,0KuuQk0FYWkjycp1SLT5zp,0,2023
0.789,97.539,0.64,rock,-6.691,0.53,0.311,Phoenix,4.0,0.0359,58,Wolfgang Amadeus Phoenix,Lisztomania,0.00388,1.0,0.0,241640.0,0.0338,7fmJGzyvOcbh6UANsH8Cp6,0,2009
0.908,161.011,0.476,rock,-4.569,0.124,0.649,Sam Fender,4.0,0.068,67,People Watching,People Watching,0.000553,1.0,6.0,311480.0,0.00776,3ZZyUf7WkhfN1JkQZZ00fI,0,2024
0.658,150.093,0.615,rock,-7.299,0.205,0.293,alt-J,4.0,0.0343,68,An Awesome Wave,Breezeblocks,0.000911,1.0,5.0,227080.0,0.096,3n69hLUdIsSa1WlRmjMZlW,0,2012
0.501,134.014,0.781,rock,-9.767,0.0908,0.961,Mk.gee,4.0,0.0333,68,ROCKMAN,ROCKMAN,3.78e-06,1.0,3.0,177818.0,0.66,63ABAnFKJCp28TAyqf2cGL,0,2024
0.526,153.0,0.543,rock,-9.703,0.0778,0.384,The Backseat Lovers,3.0,0.0582,67,When We Were Friends,Maple Syrup,0.0533,1.0,2.0,243529.0,0.0447,4MXE6VCvTsQitHWrAxj7Kg,0,2019
0.699,122.942,0.56,rock,-8.501,0.223,0.512,Royel Otis,4.0,0.0327,67,Murder on the Dancefloor (triple j Like A Version),Murder on the Dance Floor - triple j Like A Version,0.0,1.0,4.0,180872.0,0.00483,1swz9stsbG1p34SJHJqiww,0,2024
0.896,118.001,0.595,rock,-2.951,0.0748,0.567,Saint Motel,4.0,0.047,66,My Type EP,My Type,5.82e-05,1.0,10.0,204812.0,0.0641,2Iq6HhIquO7JKr0KfTNLzU,0,2014
0.675,97.04,0.612,rock,-6.518,0.217,0.763,Steve Lacy,4.0,0.0231,66,Gemini Rights,Helmet,0.0,0.0,9.0,201547.0,0.0994,0DmkBOGgEWMbUJlL6VwwF2,0,2022
0.687,108.075,0.833,rock,-7.851,0.108,0.418,Mk.gee,4.0,0.0651,66,Two Star & The Dream Police,Alesis,0.00453,0.0,11.0,198295.0,0.58,4u7vj352S98d9iA7ac1EVG,0,2024
0.701,130.091,0.721,rock,-5.941,0.234,0.892,Wet Leg,3.0,0.0306,66,Wet Leg,Wet Dream,0.026,1.0,2.0,140080.0,0.000927,260Ub1Yuj4CobdISTOBvM9,0,2022
0.84,183.059,0.569,rock,-4.123,0.0995,0.749,Tame Impala,3.0,0.118,65,The Slow Rush,Lost In Yesterday,0.000118,1.0,1.0,249587.0,0.0295,5JWPUEov2wlX7c0jhYZpeB,0,2020
0.749,131.024,0.6,rock,-6.889,0.0915,0.485,Phoebe Bridgers,4.0,0.0419,64,Punisher,Kyoto,0.295,1.0,11.0,184524.0,0.0467,4vjvx7Zxkb4AltGcZ0BBvI,0,2020
0.794,101.096,0.576,rock,-5.119,0.154,0.6,The Last Dinner Party,4.0,0.0366,64,Nothing Matters,Nothing Matters,0.000155,1.0,2.0,181750.0,0.0222,3p84R45PM75ngq8XRoe45o,0,2023
0.354,78.964,0.807,rock,-7.554,0.186,0.602,Dominic Fike,4.0,0.0321,64,Mama's Boy,Mama's Boy,0.713,1.0,9.0,155722.0,0.15,65leXqfkdViSssEVN23uYL,0,2023
0.771,111.057,0.658,rock,-6.09,0.0767,0.79,Balu Brigada,4.0,0.072,63,So Cold,So Cold,0.001,0.0,10.0,201133.0,0.000893,297PYWIVLP38C1a92ND8Kv,0,2024
0.663,134.924,0.654,rock,-8.913,0.13,0.676,Mt. Joy,4.0,0.0303,63,She Wants To Go Dancing,She Wants To Go Dancing,0.0557,1.0,1.0,188443.0,0.0589,3CTBfot80XAOyuaJ1jcN5z,0,2024
0.513,153.683,0.653,rock,-8.972,0.148,0.844,Mk.gee,4.0,0.0724,65,Two Star & The Dream Police,Are You Looking Up,0.693,1.0,11.0,166179.0,0.964,1sWYVBg7ix2WAq43J9nY7E,0,2024
0.565,130.047,0.713,rock,-7.8,0.633,0.705,Lime Cordiale,4.0,0.0351,63,Permanent Vacation,Temper Temper,3.2e-06,0.0,7.0,208981.0,0.0252,3DCU0R5FFaB9GKxZERb5wr,0,2017
0.804,107.48,0.528,rock,-4.168,0.105,0.222,Florence + The Machine,4.0,0.0358,62,Ceremonials (Deluxe Edition),Shake It Out,0.0,1.0,10.0,277720.0,0.0104,4lY95OMGb9WxP6IYut64ir,0,2011
0.882,145.73,0.537,rock,-2.306,0.12,0.81,OK Go,4.0,0.0403,62,Oh No,Here It Goes Again,9.06e-05,1.0,0.0,179813.0,0.00035,1pHP4JeQV9wDx87D6qH9hD,0,2005
0.681,96.006,0.642,rock,-5.426,0.0756,0.53,Royel Otis,4.0,0.0259,60,Nack Nostalgia,Nack Nostalgia,0.533,1.0,2.0,187433.0,0.119,5MAKcQ6f6QvqZE21KD2AW5,0,2024
0.885,110.072,0.63,rock,-5.674,0.206,0.289,Bleachers,4.0,0.0406,60,Gone Now,Don't Take The Money,1.37e-06,1.0,1.0,215547.0,0.000397,3ySU5vwQB33iGulwcUL9qQ,0,2017
0.452,168.102,0.538,rock,-7.994,0.0635,0.209,"Dominic Fike, Weezer",4.0,0.0462,60,Sunburn,Think Fast (feat. Weezer),2.26e-05,1.0,2.0,222840.0,0.368,4Z59a9hIn8EMsni3OiqGso,0,2023
0.797,139.963,0.636,rock,-4.644,0.114,0.965,Wallows,4.0,0.0296,60,Calling After Me,Calling After Me,4.26e-06,1.0,8.0,187693.0,0.00598,2WGcpz55A2vrvh6foEGCNL,0,2024
0.601,122.017,0.602,rock,-8.521,0.312,0.856,boy pablo,4.0,0.0411,60,Roy Pablo,"Dance, Baby!",0.0046,1.0,9.0,198000.0,0.037,5EV4bGHxVN0kHpcAFvgnTt,0,2017
0.851,168.049,0.607,rock,-7.754,0.107,0.479,"bbno$, Diamond Pistols",4.0,0.0364,59,help herself,help herself,0.351,0.0,4.0,188571.0,0.623,4YMc3A256xFBS0xcT77Qce,0,2021
0.915,190.013,0.446,rock,-6.221,0.218,0.398,Bleachers,4.0,0.141,60,Strange Desire,I Wanna Get Better,3.87e-05,1.0,9.0,204520.0,0.00281,1BwhFXqoIsePt21WyWIttb,0,2014
0.923,108.014,0.695,rock,-3.93,0.116,0.551,"Gorillaz, Tame Impala, Bootie Brown",3.0,0.0522,59,New Gold (feat. Tame Impala and Bootie Brown),New Gold (feat. Tame Impala and Bootie Brown),0.0469,0.0,1.0,215150.0,0.0425,64dLd6rVqDLtkXFYrEUHIU,0,2022
0.829,144.099,0.59,rock,-5.649,0.19,0.704,Phoenix,4.0,0.0419,60,Wolfgang Amadeus Phoenix,1901,3.99e-05,1.0,0.0,193107.0,0.0601,1Ug5wxoHthwxctyWTUMGta,0,2009
0.538,95.508,0.9,rock,-7.879,0.287,0.713,STRFKR,4.0,0.0343,58,Starfucker,Rawnald Gregory Erickson the Second,0.843,1.0,7.0,173693.0,0.229,4j4pPKE3xAblPIbhxScC1j,0,2008
0.954,95.008,0.474,rock,-4.348,0.174,0.944,Good Kid,4.0,0.0347,58,Good Kid 3,Osmosis,1.17e-06,1.0,9.0,173122.0,1.21e-05,7BDPv8Z4CzJFRnwWmB6C8y,0,2023
0.761,141.282,0.323,rock,-6.143,0.0827,0.466,Daisy Jones & The Six,4.0,0.0479,58,AURORA,Look At Us Now (Honeycomb),0.000586,1.0,7.0,332387.0,0.00942,7bSlafYF33JHLoB9NtsL9V,0,2023
0.704,162.983,0.639,rock,-5.818,0.0849,0.645,Vampire Weekend,4.0,0.0659,57,Vampire Weekend,Campus,0.0872,1.0,7.0,176467.0,0.22,1eNrlXlW7Cj1QB1YUcZmpb,0,2008
0.631,91.007,0.537,rock,-6.558,0.325,0.491,beabadoobee,4.0,0.0263,58,Take A Bite,Take A Bite,0.003,1.0,0.0,158867.0,0.0453,7ddVpLW467CLYffbPRQNmH,0,2024
0.892,150.255,0.578,rock,-7.952,0.215,0.892,Bloc Party,4.0,0.0441,57,Silent Alarm,Banquet,0.0111,0.0,10.0,196613.0,0.000139,2YxXuCdbUpil3P7tRjhW1t,0,2005
0.844,140.034,0.472,rock,-6.578,0.24,0.34,WALK THE MOON,4.0,0.054,57,Walk The Moon,Anna Sun,0.0,1.0,10.0,321280.0,0.00173,3e0yTP5trHBBVvV32jwXqF,0,2012
0.627,117.992,0.551,rock,-6.9,0.139,0.402,"boygenius, Julien Baker, Phoebe Bridgers, Lucy Dacus",3.0,0.0325,57,the record,$20,0.0637,1.0,7.0,200093.0,0.0065,38xXr3MkiKNzNDv4JDJagF,0,2023
0.697,96.729,0.683,rock,-6.703,0.0527,0.591,Peach Pit,4.0,0.025,56,From 2 to 3,Give Up Baby Go,2.46e-06,1.0,9.0,257007.0,0.169,6DIMM15oo3kxnCuVypaYGy,0,2022
0.0319,79.893,0.5,lofi,-23.802,0.0932,0.0599,drawn animal,4.0,0.0343,40,Glum Look,Glum Look,0.913,1.0,7.0,117000.0,0.983,4ZbgM8IdNDQ1G9atMLvKBf,0,2024
0.0908,173.629,0.219,lofi,-28.23,0.119,0.138,Zupa Fitz,4.0,0.0445,53,on the edge,on the edge,0.939,1.0,1.0,133333.0,0.989,4loxJClOvjpnA67XzbFyNB,0,2024
0.206,116.097,0.639,lofi,-17.835,0.236,0.0873,morning green,4.0,0.0315,53,pink skies,pink skies,0.9,1.0,4.0,112418.0,0.758,497uRS0yJp0mo9eVxI2Nje,0,2024
0.146,87.739,0.27,lofi,-22.956,0.111,0.0717,Red Cedar,4.0,0.0392,39,Eyes Closed,Eyes Closed,0.811,0.0,9.0,132784.0,0.781,46vOrwK5aYq71BwwIAv1iO,0,2024
0.184,152.043,0.447,lofi,-18.937,0.171,0.152,Coltsfoot,5.0,0.0611,59,Bottled Message,Bottled Message,0.924,1.0,0.0,120000.0,0.544,1jPB55XVsJo36Q7qnqr5v4,0,2024
0.292,146.005,0.795,lofi,-14.013,0.0972,0.237,only jo,4.0,0.0462,50,Stairs,Stairs,0.834,1.0,4.0,143836.0,0.611,4D0cuc4SuRRv5v1tnoiesI,0,2024
0.19,93.992,0.518,lofi,-15.36,0.0947,0.038,Slowday,4.0,0.0273,54,late nights,late nights,0.936,1.0,1.0,157021.0,0.933,7eFgCZQYH6fHKxwn6HPMas,0,2024
0.174,76.997,0.611,lofi,-15.889,0.0775,0.285,"Jmss, PØPE",4.0,0.0478,38,Ghost,Ghost,0.928,1.0,8.0,124675.0,0.883,7KUtNeIY8MfD9cK76wAXFQ,0,2024
0.165,119.976,0.869,lofi,-17.144,0.116,0.131,cloud minor,4.0,0.0812,48,Peachy,Peachy,0.911,0.0,5.0,184871.0,0.61,2WRKH5AuRG6c0uG1dQs9rh,0,2024
0.16,159.989,0.482,lofi,-20.33,0.188,0.0386,sellar,4.0,0.0895,41,petra's lullaby,petra's lullaby,0.924,1.0,10.0,132250.0,0.9,74AUo4k4CEbm6TvZ3xhQiE,0,2024
0.287,80.663,0.652,lofi,-14.555,0.104,0.201,lorleaf,4.0,0.47,51,Albaizyn,Albaizyn,0.906,0.0,9.0,99114.0,0.588,3Qj2ViqEZ2niYq4s8R4Xyw,0,2024
0.39,109.886,0.594,lofi,-15.8,0.114,0.189,Origami Boy,4.0,0.0328,51,Karma With Some Fries,Karma With Some Fries,0.918,1.0,3.0,145364.0,0.907,6aYmDGMiG4WILsQ2xrRAyN,0,2024
0.277,116.15,0.638,lofi,-18.904,0.0913,0.281,softflow,5.0,0.0357,39,after all,after all,0.834,1.0,9.0,148966.0,0.741,5DO8D1JO6HN67VEvHhaktr,0,2024
0.0517,125.964,0.581,lofi,-26.309,0.0896,0.0506,cxlt.,4.0,0.0312,40,Afterhours,Afterhours,0.953,1.0,10.0,152000.0,0.965,1xBkC38ApG8XRhLCDOtVId,0,2024
0.0516,144.085,0.691,lofi,-17.195,0.104,0.309,Dizzy Boy,4.0,0.071,48,Beyond the garden,Beyond the garden,0.948,0.0,11.0,163320.0,0.986,2qpqbfuEx0umWCplWvt8Ym,0,2024
0.136,153.998,0.608,lofi,-20.155,0.115,0.354,Zupa Fitz,3.0,0.0645,60,keeping up appearances,keeping up appearances,0.926,1.0,1.0,128409.0,0.882,0NLSPdAfVk8ArLAH0XqTWJ,0,2024
0.153,130.082,0.77,lofi,-12.745,0.113,0.265,"Louie's Tapes, Lemon Kids",4.0,0.0577,38,Lemon Trees,Lemon Trees,0.259,0.0,1.0,121846.0,0.875,1RploDh8Zwc5W5KIMeXFdd,0,2024
0.28,66.141,0.415,lofi,-12.599,0.0857,0.125,caens,4.0,0.0288,42,Walking Home,Walking Home,0.757,0.0,9.0,126857.0,0.764,0U2JPr1TKAHPWu5C1xfUz0,0,2024
0.111,130.032,0.699,lofi,-20.595,0.111,0.133,"HM Surf, sove",4.0,0.0355,49,memory,memory,0.792,1.0,8.0,155077.0,0.906,3ebhxXMw4iM3wbyX9jGX7b,0,2024
0.124,69.99,0.563,lofi,-23.386,0.104,0.163,Sihu,4.0,0.0419,61,Hazy,Hazy,0.932,1.0,6.0,140571.0,0.948,40frhLpVMThTogyowcdNtb,0,2024
0.104,160.05,0.655,lofi,-20.225,0.113,0.192,softclouds,4.0,0.122,57,random thoughts,random thoughts,0.956,1.0,0.0,135000.0,0.944,4bGIc2nxevxRU6FQ22L1mC,0,2024
0.114,102.495,0.351,lofi,-23.924,0.0995,0.034,parrow,4.0,0.0369,57,Eclipse,Eclipse,0.935,0.0,4.0,144231.0,0.851,2HChh5IiMVMDD7BAJ2FCbZ,0,2024
0.168,96.936,0.509,lofi,-18.382,0.167,0.239,poems,4.0,0.0279,57,Airy Dream,Airy Dream,0.519,0.0,5.0,129897.0,0.903,0EO2YsUyTRDvXgET97TEsF,0,2024
0.0558,77.977,0.603,lofi,-16.649,0.311,0.0346,Tigerpalm*Bay,4.0,0.0523,57,Tiger Tales (of the Concrete Jungle),Tiger Tales (of the Concrete Jungle),0.932,0.0,5.0,190000.0,0.969,2Jtxx7JTFeEq7vGG5mxgMV,0,2023
0.163,130.122,0.61,lofi,-21.359,0.105,0.0791,Hi Hat Henry,4.0,0.0366,57,Island Bounce,Island Bounce,0.951,0.0,9.0,147788.0,0.973,1oxbRHkBMJCOSxt6WAL41F,0,2024
0.171,86.032,0.802,lofi,-14.176,0.101,0.523,Strehlow,4.0,0.0463,56,Distance,Distance,0.909,1.0,2.0,113895.0,0.684,2baDpSKIRz3t7NTs6Z5CAx,0,2024
0.131,136.039,0.679,lofi,-16.647,0.112,0.09,slowburn,4.0,0.0892,56,change of heart,change of heart,0.943,1.0,5.0,128097.0,0.611,4i2hVTtucufjtRw1BqtvCI,0,2024
0.102,112.378,0.445,lofi,-17.965,0.134,0.108,Red Cedar,4.0,0.05,56,First Things First,First Things First,0.918,1.0,3.0,126429.0,0.931,5jEGPAOALEaioHHHHeHesB,0,2024
0.323,75.989,0.672,lofi,-12.005,0.107,0.218,low&slow,4.0,0.474,56,poseidon,poseidon,0.911,0.0,1.0,121751.0,0.897,6MpZRAlMbG1PvjuMNtzp9t,0,2024
0.151,79.993,0.5,lofi,-22.794,0.698,0.183,lilibu,5.0,0.0305,55,snoozed,snoozed,0.891,1.0,2.0,170376.0,0.825,6HroDUYsLg9I6qtcfwIkmn,0,2024
0.148,97.45,0.4,lofi,-22.677,0.0891,0.121,Dozy Duzzn,1.0,0.033,55,Napwave Nirvana,Napwave Nirvana,0.916,1.0,9.0,129143.0,0.932,1MRxxXsWluxrcyiyy0msBd,0,2024
0.0616,54.998,0.222,lofi,-23.261,0.099,0.0393,sellar,4.0,0.0317,55,cocoon,cocoon,0.935,1.0,0.0,148770.0,0.988,79nz6puC2rx26h5JHH2sju,0,2024
0.0611,171.707,0.369,lofi,-24.461,0.115,0.0793,jeppa.,4.0,0.0407,55,Low Battery,Low Battery,0.842,0.0,6.0,116512.0,0.945,1D4S66ipaVqV9du7elf89y,0,2024
0.216,122.047,0.581,lofi,-21.645,0.112,0.0351,Earium,4.0,0.0473,55,kinda nice,kinda nice,0.871,1.0,0.0,140000.0,0.861,3Uuo65tSdVDAQTRITXGTWE,0,2024
0.113,137.954,0.591,lofi,-22.226,0.11,0.122,Nova Night,4.0,0.0335,55,Midnight Groove,Midnight Groove,0.883,1.0,11.0,139130.0,0.928,7gDvDMEIlY8ocNh0OpptRB,0,2024
0.465,131.992,0.704,lofi,-12.648,0.154,0.755,Thin Wire,4.0,0.105,54,Tough Night,Tough Night,0.881,0.0,3.0,107083.0,0.916,2SIG8r7jJLXc9Q3fAOUrwx,0,2023
0.331,113.978,0.761,lofi,-8.072,0.12,0.129,Dylan Sitts,3.0,0.0443,54,Lost in the Mail,Lost in the Mail,0.854,1.0,0.0,142105.0,0.374,0AcP7ZjBbHvZoIrk9SJPvP,0,2024
0.0236,103.938,0.537,lofi,-29.056,0.0794,0.111,Kainbeats,4.0,0.0288,54,a little sun nap,a little sun nap,0.869,1.0,10.0,148368.0,0.984,7AoV9qLAx0n2B6IOqUDXFh,0,2024
0.0379,61.028,0.538,lofi,-22.543,0.0846,0.0422,le gronk,4.0,0.0306,54,trail running,trail running,0.911,1.0,4.0,161311.0,0.977,3596EdDGZEzM9UPr9w2I0w,0,2024
0.0669,138.049,0.769,lofi,-22.258,0.105,0.231,mellow fox,4.0,0.115,53,fika,fika,0.911,1.0,3.0,104385.0,0.913,3HcQcCDKDa5a1rRhH7fsPn,0,2024
0.185,143.937,0.566,lofi,-12.833,0.0856,0.0399,eze east,4.0,0.0279,53,Melt,Melt,0.933,1.0,2.0,126667.0,0.98,63q1dd02dA3rd9edigSUoZ,0,2023
0.336,75.968,0.795,lofi,-10.65,0.11,0.428,A & C,4.0,0.112,53,Multiply,Multiply,0.934,0.0,10.0,126000.0,0.685,2hn3t1cwovKmBKdLcTa76c,0,2023
0.302,85.968,0.734,lofi,-12.732,0.329,0.557,Gooee,4.0,0.229,53,After Hours,After Hours,0.731,1.0,7.0,123386.0,0.384,54Q1fME5hhgFWipi1SkTtU,0,2023
0.301,138.252,0.672,lofi,-14.327,0.121,0.0882,Twiggy Fiz,4.0,0.0463,53,sunny day dreaming,sunny day dreaming,0.938,1.0,4.0,174621.0,0.928,0rq1ZAwIpU7IahDGxU7QZV,0,2023
0.12,80.113,0.587,lofi,-15.175,0.0945,0.349,Knowmadic,4.0,0.199,53,omw,omw,0.924,1.0,0.0,132000.0,0.933,46PM3cvVVSpFnco90yU4zk,0,2024
0.16,85.984,0.761,lofi,-9.414,0.109,0.483,misty tapes,4.0,0.0825,53,pawsitive,pawsitive,0.927,1.0,9.0,136744.0,0.799,67yrjUBrvkVHHZL0HgEJLT,0,2024
0.143,124.007,0.845,lofi,-14.408,0.117,0.3,Mossdeep,4.0,0.146,53,Flower Kingdom,Flower Kingdom,0.939,1.0,0.0,128226.0,0.806,1s8hwjA2u5dOpU0SEoxDxz,0,2023
0.319,91.77,0.715,lofi,-11.433,0.253,0.404,bomull,4.0,0.451,52,hjortron,hjortron,0.532,1.0,1.0,129997.0,0.73,1eGHzlNpyXAsi4qKfm5z27,0,2024
0.301,160.024,0.579,lofi,-17.913,0.598,0.289,nora haze,1.0,0.0625,53,So Very Much,So Very Much,0.897,0.0,6.0,125625.0,0.883,5dN8phxVcvz7BAIMuI4wqv,0,2024
0.0902,69.995,0.543,lofi,-20.406,0.104,0.205,Dino P,4.0,0.04,52,Days Before,Days before,0.829,0.0,11.0,167156.0,0.975,0Yr84Z0J8XdIFgef0Gm4wC,0,2023
0.158,70.022,0.73,lofi,-13.153,0.103,0.444,Alek Faith,4.0,0.138,52,Friday Dazed,Friday Dazed,0.939,1.0,6.0,132857.0,0.813,3XxZiDTQflprBVjBFxM8P9,0,2023
0.13,140.095,0.715,lofi,-15.415,0.111,0.501,yellofish,4.0,0.112,52,shanghai tower,shanghai tower,0.896,0.0,1.0,137143.0,0.596,0BBtNOB7ofrOJ9PLM74EQn,0,2024
0.0581,134.343,0.64,lofi,-14.81,0.104,0.476,Rustique Beats,4.0,0.0572,52,here for the night,late night walking,0.848,1.0,10.0,119917.0,0.76,0jaGw9MKg6t9z9wfzWAK0a,0,2023
0.0277,80.021,0.543,lofi,-21.2,0.179,0.0681,herbstreit,4.0,0.0284,52,afternoon walk,afternoon walk,0.903,1.0,11.0,166625.0,0.957,1dnSIg4ulPAEIWDmuWA5Cf,0,2023
0.267,128.012,0.895,lofi,-11.247,0.103,0.345,Adam Space,4.0,0.0883,52,Beam Me Up,Beam Me Up,0.925,1.0,2.0,123750.0,0.668,4iuQ5DwUqpOXfazF3S4pHG,0,2024
0.205,140.057,0.675,lofi,-16.858,0.112,0.0551,Seame,4.0,0.0554,52,BAGS,BAGS,0.903,1.0,0.0,141000.0,0.718,41xZsXzZ4koVBLi5OQfAQZ,0,2024
0.397,160.044,0.671,lofi,-10.854,0.125,0.251,Lazlow,4.0,0.0399,52,Indigo,Indigo,0.928,0.0,2.0,134250.0,0.713,2Q0Sgox8fZRoqE61pD9m2y,0,2023
0.285,139.992,0.777,lofi,-12.81,0.107,0.143,W8lss,4.0,0.0724,52,Stones,Stones,0.897,0.0,7.0,137229.0,0.754,1EDesWUrHjghCMZb0jjbS3,0,2023
0.0909,69.004,0.422,lofi,-23.049,0.0989,0.0981,Bus Topp,4.0,0.0546,52,SoulShower,SoulShower,0.886,0.0,5.0,193958.0,0.871,5aeQDI9LxC5Aiuc5Vqo65K,0,2023
0.228,124.98,0.923,lofi,-12.418,0.0987,0.503,love_eight,4.0,0.0634,52,projection,projection,0.931,1.0,7.0,158222.0,0.78,5ot2Nv3COru7DqNd8PaFy5,0,2022
0.332,89.995,0.671,lofi,-9.037,0.366,0.51,Illum Noyz,4.0,0.0937,52,Natural Midst,Natural Midst,0.904,0.0,2.0,161000.0,0.761,0T0Qw9dfYjTf6umYfjC5zf,0,2023
0.385,87.993,0.721,lofi,-14.226,0.177,0.378,Velvet Static,4.0,0.339,52,Sunflower,Sunflower,0.841,1.0,7.0,133807.0,0.88,3a2fLFjazrZlinsXTZB3T3,0,2024
0.048,119.954,0.836,lofi,-14.768,0.101,0.228,Zoe Reed,4.0,0.051,52,watercolour,watercolour,0.894,0.0,2.0,120458.0,0.193,0x0XaXiKrUFoCTnrDFXgdt,0,2023
0.306,76.976,0.645,lofi,-7.424,0.192,0.131,Galva-Nice,4.0,0.0287,51,Who's Driving?,Who's Driving?,0.0669,1.0,5.0,139500.0,0.786,6ilctnbVwEWTURCfY6kCWH,0,2023
0.277,84.985,0.739,lofi,-14.284,0.0921,0.638,Trippy Park,4.0,0.12,51,Paris,Paris,0.893,1.0,7.0,124412.0,0.841,6lAh5CErP733AMCPR83AUB,0,2023
0.32,143.995,0.807,lofi,-12.699,0.108,0.783,Gittiye,4.0,0.0527,51,Car Ride,Car Ride,0.906,1.0,8.0,135000.0,0.349,6WJjp4tweyEM415TtdFsqx,0,2024
0.3,94.006,0.848,lofi,-11.023,0.0811,0.292,Poof Tricks,4.0,0.0772,51,Flow State,Flow State,0.915,0.0,7.0,158298.0,0.655,71XyPCA7lYpu2IH6OVGlvr,0,2023
0.115,119.992,0.793,lofi,-15.647,0.0769,0.0774,louke's beats,4.0,0.0798,51,happy moggie,happy moggie,0.929,1.0,4.0,138000.0,0.661,6mnuzqUm6MObdHHk59Tg4E,0,2023
0.283,79.878,0.396,lofi,-14.746,0.113,0.0695,ohlos,4.0,0.0577,51,Surf Tiger,Surf Tiger,0.92,0.0,11.0,182250.0,0.901,0jwpEqWMwo5fR1XQXic4lg,0,2023
0.259,80.038,0.676,lofi,-14.923,0.098,0.0726,Holy Jamie,4.0,0.0523,51,Forgotten Dreams,Forgotten Dreams,0.867,1.0,0.0,120430.0,0.664,1YjAqVamDxZouwyHBfsap3,0,2024
0.0657,78.071,0.732,lofi,-26.149,0.151,0.939,Phive O,4.0,0.121,51,Sunset Boulevard,Sunset Boulevard,0.692,1.0,9.0,135385.0,0.687,7uNB5da4RZLnfWIE8xIQZk,0,2023
0.178,75.004,0.502,lofi,-18.497,0.174,0.15,sellar,4.0,0.0489,51,midnight escape,midnight escape,0.934,0.0,2.0,180792.0,0.918,1H1wSRhMTiGB6cgrNQO4gw,0,2024
0.347,132.972,0.891,lofi,-10.08,0.167,0.331,low&slow,4.0,0.0847,51,glow,glow,0.931,1.0,11.0,129452.0,0.941,35YOc3y59Yuplqg2SJLV7P,0,2023
0.374,134.962,0.871,lofi,-13.797,0.114,0.557,Zatsuma,4.0,0.0951,51,cashmere,cashmere,0.912,1.0,2.0,142667.0,0.881,47MNGiSMKGEEnI7DAP3BwJ,0,2023
0.249,120.003,0.891,lofi,-11.559,0.085,0.254,jaackson,4.0,0.0757,51,spring is coming,spring is coming,0.952,1.0,4.0,192000.0,0.976,3S0NnkTIk3LbDoL8dUY1Tc,0,2024
0.338,134.119,0.564,lofi,-14.01,0.132,0.241,hoodeeny,4.0,0.039,51,my own practice,my own practice,0.904,1.0,1.0,132761.0,0.968,1vM9obDatOvogSVdo1hxDR,0,2024
0.0859,140.209,0.896,lofi,-16.803,0.109,0.0863,G:sson,4.0,0.426,51,Shifting Sands,Shifting Sands,0.92,0.0,3.0,147429.0,0.802,4oikNLzA8VDnsEXrsiHQA9,0,2023
0.162,83.927,0.613,lofi,-12.162,0.106,0.376,"Lotus Beats, Notation",4.0,0.035,51,Sunset,Sunset,0.894,0.0,0.0,154000.0,0.83,1aswhgX6xYksPefv9z1phm,0,2024
0.34,180.031,0.68,lofi,-11.859,0.0956,0.442,Loomington,4.0,0.0535,51,Hazel Eyes,Hazel Eyes,0.858,0.0,9.0,142667.0,0.764,18te6JAwwL6xrKnVgYgXvA,0,2023
0.271,140.013,0.709,lofi,-17.212,0.111,0.295,Poof Tricks,4.0,0.0457,51,Expected Events,Expected Events,0.879,0.0,6.0,156000.0,0.933,7e2CntkyYlYKlTufrSOCGl,0,2024
0.0924,158.049,0.766,lofi,-17.886,0.103,0.237,Zeitgeister,4.0,0.117,51,Vortex,Vortex,0.934,1.0,0.0,124557.0,0.897,5gUG9ivCY3V5DRW8301SbS,0,2024
0.235,89.999,0.804,lofi,-14.251,0.107,0.428,Oroshi,4.0,0.0485,51,temporary approved,temporary approved,0.903,1.0,0.0,120604.0,0.959,2kt3LN3iDaQMRINPRsGaJJ,0,2024
0.249,84.983,0.867,lofi,-12.371,0.0898,0.728,Dusty Kadinsky,4.0,0.0696,51,"High five, low-fi","High five, low-fi",0.913,0.0,10.0,128294.0,0.776,6mCHWvDL7kXZdVhc8ovk0y,0,2024
0.211,94.019,0.664,lofi,-14.747,0.186,0.181,nightnotes,4.0,0.0313,51,letter to amtis,letter to amtis,0.844,1.0,11.0,94875.0,0.885,1xrkythjTGJM8rClZQdZ5V,0,2024
